image_id,generated_caption,reference_captions,num_references,bleu1,bleu2,bleu3,bleu4
1401961581_76921a75c5,A serene landscape featuring a tranquil lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
3420469425_2980b4cd30,A group of vibrant flowers in full bloom in a botanical garden.,[],0,0,0,0,0
2114355355_9d7e2d8178,"A vibrant sunset over a calm lake, with the sky painted in hues of orange, pink, and purple.",[],0,0,0,0,0
3517362674_0f5296de19,"A close-up shot of a blooming red rose in a garden, showcasing its delicate petals and rich color.",[],0,0,0,0,0
3444982197_0ff15cc50b,A group of diverse friends laughing and enjoying a picnic in a green park on a sunny day.,[],0,0,0,0,0
1417031097_ab656bc4bd,"An aerial view of a bustling cityscape at night, with illuminated skyscrapers and winding streets filled with traffic.",[],0,0,0,0,0
302983277_69a4e732e4,A scenic landscape of a peaceful lake surrounded by tall green trees and a clear blue sky.,[],0,0,0,0,0
219843859_94b6d0a580,A peaceful scene of a wooden cabin nestled among snow-covered mountains.,[],0,0,0,0,0
345284642_77dded0907,A group of fluffy white clouds drifting lazily over a peaceful meadow dotted with grazing cows.,[],0,0,0,0,0
836828001_af98d16256,"A bright sun setting over a calm ocean, casting a golden glow on the water.",[],0,0,0,0,0
1928319708_ccf1f4ee72,A colorful hot air balloon floating in the clear blue sky.,[],0,0,0,0,0
3184112120_6ddcd98016,"A serene sunset over a calm lake, with vibrant orange and pink hues reflecting on the water.",[],0,0,0,0,0
3330935489_9cb67ca36b,A bright red apple with water droplets on its shiny skin.,[],0,0,0,0,0
2686432878_0697dbc048,A playful puppy chasing a ball in a lush green park on a sunny day.,[],0,0,0,0,0
3355494822_61353a224d,"A close-up shot of a vibrant bouquet of assorted flowers, showcasing a variety of colors and textures.",[],0,0,0,0,0
391723162_3bdeb7ea33,"A group of diverse young adults laughing and chatting around a picnic table in a sunny park, enjoying a summer day together.",[],0,0,0,0,0
519061891_320061864e,A serene landscape of a calm lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
3535879138_9281dc83d5,A close-up of a blooming red rose with delicate petals and a yellow center.,[],0,0,0,0,0
2670560883_7e7b563092,"A lush green forest with sunlight streaming through the canopy, creating dappled shadows on the ground.",[],0,0,0,0,0
3553476195_fb3747d7c1,A close-up of a fluffy white kitten playing with a colorful ball of yarn.,[],0,0,0,0,0
2511019188_ca71775f2d,A group of friends enjoying a picnic in a lush green park under a clear blue sky.,[],0,0,0,0,0
2684489465_32ba1d0344,A colorful hot air balloon floating in a clear blue sky.,[],0,0,0,0,0
3689727848_b53f931130,"A vibrant sunset over a calm lake, with the sky painted in shades of orange, pink, and purple.",[],0,0,0,0,0
3131632154_098f86f4cb,A serene landscape with a calm lake reflecting the blue sky and fluffy white clouds.,[],0,0,0,0,0
3477683327_d9e6a2a64f,A serene landscape of a calm lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
1119463452_69d4eecd08,A serene lake with a small wooden boat gently floating on the calm water.,[],0,0,0,0,0
3467843559_a457ce37b6,"A colorful bouquet of vibrant flowers in full bloom, showcasing a variety of shapes and sizes.",[],0,0,0,0,0
2602085456_d1beebcb29,A close-up shot of a vibrant bouquet of assorted flowers in a vase.,[],0,0,0,0,0
766099402_cdda6964f0,"A group of diverse children playing happily in a playground, laughing and running around with joy and energy.",[],0,0,0,0,0
3467282545_273a97b628,A close-up of a fluffy kitten playing with a ball of yarn.,[],0,0,0,0,0
417966898_a04f9b5349,A vibrant sunset with pink and orange hues reflecting in a calm lake surrounded by lush green trees.,[],0,0,0,0,0
219070971_ae43410b9e,A serene landscape with a calm lake reflecting the clear blue sky and surrounding green trees.,[],0,0,0,0,0
539705321_99406e5820,"A lush green forest with sunlight filtering through the canopy, creating a magical, dappled effect on the forest floor.",[],0,0,0,0,0
2851198725_37b6027625,"A vibrant sunset over a calm lake, with silhouettes of trees in the foreground.",[],0,0,0,0,0
3240094420_a9eea11d39,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
2597873827_a5cb3e57ba,"A group of happy children playing in a green meadow, with bright sunshine casting long shadows.",[],0,0,0,0,0
429174232_ddd4ff5e0b,A group of happy children playing in a sunny park.,[],0,0,0,0,0
3517466790_17c7753a1a,"A group of joyful children playing in a green meadow, running and laughing under the bright sun.",[],0,0,0,0,0
3204525212_d548c7fca7,"A bright sunny day at the beach, with clear blue skies and golden sand.",[],0,0,0,0,0
261737543_b8fdc24671,"A colorful sunset painting the sky with hues of pink, orange, and purple as seagulls glide overhead.",[],0,0,0,0,0
2976155358_b4dd4407cf,"A colorful field of blooming wildflowers under a clear blue sky, with mountains in the background.",[],0,0,0,0,0
309430053_cc58bcc36a,A serene lake reflecting the colorful autumn trees on its surface.,[],0,0,0,0,0
2760716468_b541e9fd0f,"A serene forest scene with sunlight filtering through the trees, casting dappled shadows on the forest floor.",[],0,0,0,0,0
3442242092_e579538d82,"A colorful array of hot air balloons floating in the sky during a festival, creating a picturesque scene.",[],0,0,0,0,0
2661294969_1388b4738c,A close-up of a colorful bouquet of wildflowers in a rustic vase on a wooden table.,[],0,0,0,0,0
3430607596_7e4f74e3ff,"A vibrant sunset over a calm lake, casting a warm orange and pink hue on the water.",[],0,0,0,0,0
3335501468_628655d608,A close-up of a blooming pink rose with delicate petals and green leaves.,[],0,0,0,0,0
3677514746_26f5588150,A bright red apple on a wooden table.,[],0,0,0,0,0
2816259113_461f8dedb0,A close-up of a vibrant flower garden with a variety of blooming flowers in different colors and shapes.,[],0,0,0,0,0
275401000_8829250eb3,"A cozy living room with a crackling fireplace, a plush sofa, and shelves filled with books and decorative items.",[],0,0,0,0,0
3339751521_7a8768be27,"A serene forest scene with sunlight filtering through the tall trees, creating a peaceful and tranquil atmosphere.",[],0,0,0,0,0
2736902411_a0010f89ae,"A fluffy white cat lounging on a sunny windowsill, with its eyes closed.",[],0,0,0,0,0
3155400369_69e3d6d70f,A peaceful landscape featuring a tranquil lake surrounded by tall pine trees and a clear blue sky.,[],0,0,0,0,0
3604384383_db6805d1b9,"A field of colorful wildflowers in full bloom, with bees buzzing around collecting nectar.",[],0,0,0,0,0
2385744837_8780f6731a,A cozy cabin nestled among tall pine trees with a snow-covered mountain in the background.,[],0,0,0,0,0
3195147187_a073d59fa8,"A lush green forest with sunlight streaming through the canopy, creating dappled patterns on the ground.",[],0,0,0,0,0
512163695_51a108761d,A field of colorful wildflowers in full bloom under a clear blue sky.,[],0,0,0,0,0
3054989420_3e755ca352,"A group of colorful hot air balloons floating in the sky during a festival, with fluffy white clouds in the background.",[],0,0,0,0,0
3304030264_da3dd18c7b,A peaceful mountain landscape with a crystal-clear lake reflecting the snow-capped peaks in the distance.,[],0,0,0,0,0
3432586199_e50b0d6cb7,"A cozy living room with a crackling fireplace and comfortable furniture, perfect for a relaxing evening.",[],0,0,0,0,0
3323988406_e3c8fce690,A close-up of a blooming sunflower with bees collecting pollen from its center.,[],0,0,0,0,0
469029994_349e138606,A lush green forest with sunlight filtering through the dense canopy of trees.,[],0,0,0,0,0
3148193539_de9dd48fc8,"A green forest with tall trees and a clear blue sky in the background, creating a peaceful natural scene.",[],0,0,0,0,0
1805990081_da9cefe3a5,A cozy cabin nestled among tall pine trees in a lush forest.,[],0,0,0,0,0
3360876049_9047edeab9,A vibrant field of blooming sunflowers under a clear blue sky.,[],0,0,0,0,0
3688858505_e8afd1475d,"A lush green forest with sunlight streaming through the leaves, creating a magical and serene atmosphere.",[],0,0,0,0,0
3277824093_299cbb3138,"A cozy living room with a crackling fireplace, soft blankets, and shelves filled with books.",[],0,0,0,0,0
444845904_a4531c811a,A group of colorful hot air balloons floating in a clear blue sky during a festival.,[],0,0,0,0,0
1240297429_c36ae0c58f,A fluffy golden retriever playing with a colorful beach ball on the sandy shore.,[],0,0,0,0,0
2844846111_8c1cbfc75d,A serene landscape with a tranquil lake reflecting the colorful autumn foliage of surrounding trees.,[],0,0,0,0,0
3072730593_b7322d2e05,"A lush green forest with sunlight filtering through the trees, creating a serene atmosphere.",[],0,0,0,0,0
2755314937_1e974bf2b5,A group of diverse friends laughing and enjoying a picnic in a lush green park.,[],0,0,0,0,0
495033548_bd320405d8,A serene landscape of a calm lake reflecting the vibrant colors of the sunset.,[],0,0,0,0,0
3071676551_a65741e372,A serene landscape with a tranquil lake reflecting the clear blue sky and lush green trees.,[],0,0,0,0,0
470903027_489cc507de,A serene landscape of a crystal-clear lake reflecting a majestic mountain in the background.,[],0,0,0,0,0
2355880294_8f78a6fea6,"A peaceful forest scene with sunlight filtering through the trees, casting dappled shadows on the forest floor.",[],0,0,0,0,0
2813588204_69fe7deb14,"A vibrant sunset over the ocean, casting a warm glow on the water and creating a peaceful atmosphere.",[],0,0,0,0,0
3309082580_7228067ee0,A lush green forest with sunlight streaming through the dense tree canopy.,[],0,0,0,0,0
2907073768_08fd7bdf60,A serene landscape of a lush green forest with sunlight filtering through the trees.,[],0,0,0,0,0
3343900764_2a4c0405f9,A fluffy white kitten playing with a colorful ball of yarn on a hardwood floor.,[],0,0,0,0,0
3130093622_362f32f2bb,A fluffy white cloud against a clear blue sky.,[],0,0,0,0,0
2764178773_d63b502812,A serene landscape of a lush green forest with sunlight filtering through the trees.,[],0,0,0,0,0
2003663004_5b70920a98,A close-up of a fluffy golden retriever playing with a tennis ball in a lush green park.,[],0,0,0,0,0
3350671534_2a5d45a961,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
1348891916_ebd4413033,"A golden retriever running happily through a lush green park, tongue out and ears flapping.",[],0,0,0,0,0
2273038287_3004a72a34,"A group of friends laughing and enjoying a picnic in a sunny park, surrounded by lush greenery.",[],0,0,0,0,0
2358898017_24496b80e8,"A lush green forest with sunlight filtering through the leaves, creating a peaceful atmosphere.",[],0,0,0,0,0
305199420_89f6ddd778,"A cozy living room with a crackling fireplace, comfortable sofa, and soft lighting.",[],0,0,0,0,0
2272967004_1531726d71,"A colorful sunset over a calm lake, with the sky painted in shades of pink, orange, and purple.",[],0,0,0,0,0
2415803492_56a673dc25,A group of colorful hot air balloons floating in the sky during a festival.,[],0,0,0,0,0
2396100671_3a9d67f03d,A winding trail through a picturesque forest with trees displaying a spectrum of autumn colors.,[],0,0,0,0,0
3672109677_8caa992671,"A group of colorful hot air balloons floating in the sky during a festival, with mountains in the background.",[],0,0,0,0,0
3323498985_fd9d2803fd,"A lone sailboat gliding across the water, leaving ripples in its wake under the colorful evening sky.",[],0,0,0,0,0
2417341107_97dbab9c5e,A serene landscape featuring a calm lake reflecting the vibrant colors of the sky during sunrise.,[],0,0,0,0,0
3500505549_d848209837,A majestic snow-capped mountain towering over a tranquil valley dotted with small cabins.,[],0,0,0,0,0
2339106348_2df90aa6a9,A cozy cabin nestled in a snowy forest with smoke rising from its chimney.,[],0,0,0,0,0
3728256505_7f8db8270d,"A lush green forest with sunlight filtering through the canopy, creating dappled shadows on the ground.",[],0,0,0,0,0
3638908276_b1751d30ff,"A close-up of a blooming flower with vibrant pink petals and a yellow center, set against a blurred green background.",[],0,0,0,0,0
3643684688_2f7157b23d,"A lush green forest with tall trees and sunlight filtering through the canopy, casting dappled shadows on the ground.",[],0,0,0,0,0
2708634088_a4686be24c,"A group of friends laughing and enjoying a picnic in a sunny park, surrounded by greenery.",[],0,0,0,0,0
3676561090_9828a9f6d0,"A serene landscape with a clear blue sky, lush green trees, and a calm lake reflecting the sunlight.",[],0,0,0,0,0
2970461648_fe14ba0359,"A vibrant sunset over a calm lake, with the sky painted in shades of pink, orange, and purple.",[],0,0,0,0,0
1082379191_ec1e53f996,"A lush green forest with sunlight streaming through the canopy, creating a serene atmosphere.",[],0,0,0,0,0
1473618073_7db56a5237,A group of diverse friends laughing and enjoying a picnic in a sunlit park.,[],0,0,0,0,0
2914206497_5e36ac6324,"A cozy living room with a crackling fireplace, comfortable couches, and a warm glow from the lamps.",[],0,0,0,0,0
3098824948_23c31df031,"A group of diverse friends laughing and having a picnic in a sunny park, surrounded by trees and flowers.",[],0,0,0,0,0
111537222_07e56d5a30,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
374104006_7f32c8c5de,A bright red apple resting on a wooden table.,[],0,0,0,0,0
3413019648_e787f0cb88,A group of playful puppies running in a green meadow under a bright sun.,[],0,0,0,0,0
557601144_50b8c40393,An adorable puppy playing with a ball in a grassy field on a sunny day.,[],0,0,0,0,0
2543589122_ec3e55f434,A close-up of a blooming red rose with dew drops on its petals.,[],0,0,0,0,0
1449625950_fc9a8d02d9,A close-up of a fluffy white bunny munching on a carrot in a lush green garden.,[],0,0,0,0,0
3268908792_c24529fe88,A fluffy white kitten playing with a colorful ball of yarn on a cozy rug.,[],0,0,0,0,0
3177298173_78cea31d64,"A vibrant sunset over a calm lake, reflecting the orange and pink hues in the water.",[],0,0,0,0,0
1499554025_a8ffe0e479,"A group of diverse people enjoying a picnic in a lush green park, surrounded by trees and laughter.",[],0,0,0,0,0
2780087302_6a77658cbf,A group of colorful hot air balloons floating peacefully in a clear blue sky.,[],0,0,0,0,0
2493469969_11b6190615,"A close-up of a blooming sunflower, with its bright yellow petals and dark brown center standing out against a green background.",[],0,0,0,0,0
2057160636_6e9cf3b5f0,A peaceful landscape with a colorful sunset over rolling hills and a calm lake.,[],0,0,0,0,0
3114944484_28b5bb9842,"A fluffy white cat curled up on a plush blue pillow, fast asleep with its whiskers twitching.",[],0,0,0,0,0
2762702644_2aa3bf9680,A fluffy white cat playing with a ball of yarn on a cozy window sill.,[],0,0,0,0,0
3451344589_6787bd06ef,A bright red apple resting on a wooden table.,[],0,0,0,0,0
3741462565_cc35966b7a,A close-up of a blooming pink flower with dew drops on its petals.,[],0,0,0,0,0
2125454445_5c5c4bf906,"A fluffy white cat lounging lazily in a sunbeam streaming through a window, eyes closed in contentment.",[],0,0,0,0,0
3534183988_3763593dfb,"A colorful bouquet of various flowers, including roses, daisies, and tulips, arranged in a glass vase.",[],0,0,0,0,0
3321063116_4e5deeac83,"A cozy living room with a crackling fireplace, plush couches, and warm lighting, creating a welcoming and relaxing atmosphere.",[],0,0,0,0,0
2683963310_20dcd5e566,A group of friends laughing and enjoying a picnic in a lush green park on a sunny day.,[],0,0,0,0,0
2923891109_ea0cc932ed,An adorable golden retriever puppy playing with a tennis ball in a sunny park.,[],0,0,0,0,0
1562478333_43d13e5427,A serene landscape with a crystal-clear lake reflecting the vibrant colors of the surrounding autumn trees.,[],0,0,0,0,0
2698197294_ccd9327ef6,A serene landscape with a tranquil lake reflecting the surrounding trees and mountains.,[],0,0,0,0,0
2649406158_ded6be38de,A close-up of a fluffy white and gray kitten playing with a ball of yarn on a cozy rug.,[],0,0,0,0,0
2540757246_5a849fbdcb,A tranquil lake surrounded by vibrant green trees and a clear blue sky.,[],0,0,0,0,0
3139393607_f0a54ca46d,"An adorable puppy playing in a sunny meadow, with a fluffy coat and a wagging tail in the air.",[],0,0,0,0,0
2709648336_15455e60b2,A fluffy white kitten playing with a colorful ball of yarn on a soft blue blanket.,[],0,0,0,0,0
2949353587_64c54e9589,"A close-up of a blooming red rose, with delicate petals and a soft, blurred background.",[],0,0,0,0,0
2616284322_b13e7c344e,A serene landscape with a clear blue sky and a lush green meadow.,[],0,0,0,0,0
3561130207_d1ed166daa,"A lush green forest with sunlight filtering through the leaves, creating dappled patterns on the ground.",[],0,0,0,0,0
3424605029_53078d3505,A serene landscape with a calm lake reflecting the vibrant colors of a sunset sky.,[],0,0,0,0,0
3264650118_be7df266e7,"A group of colorful hot air balloons floating in a clear blue sky, with fluffy white clouds.",[],0,0,0,0,0
3293751136_b0ce285dc3,"A beautiful sunset over a calm lake, with vibrant orange and pink hues reflecting on the water.",[],0,0,0,0,0
2205336881_d9ee4179d3,"A cozy living room with a crackling fireplace, soft blankets, and a bookshelf filled with books.",[],0,0,0,0,0
2719101587_4ba70dee14,A group of fluffy clouds scattered across a blue sky on a sunny day.,[],0,0,0,0,0
1813266419_08bf66fe98,A close-up of a blooming red rose with delicate petals and water droplets glistening in the sunlight.,[],0,0,0,0,0
3089742441_d42531c14f,A lush green forest with sunlight filtering through the dense canopy.,[],0,0,0,0,0
3102204862_f1d220230b,"A panoramic view of a lush forest with tall trees, dappled sunlight filtering through the leaves creating a serene atmosphere.",[],0,0,0,0,0
1459032057_97e73ed6ab,A serene landscape with a crystal-clear lake reflecting the surrounding greenery and a clear blue sky above.,[],0,0,0,0,0
887108308_2da97f15ef,"A close-up of a blooming red rose, showcasing delicate petals and dew drops glistening in the sunlight.",[],0,0,0,0,0
2578289278_01516d23a0,"A serene beach scene with sparkling blue water, palm trees swaying in the breeze, and a couple walking hand in hand along the shore.",[],0,0,0,0,0
3007214949_a4b027f8a3,"A cozy living room with a crackling fireplace, fluffy pillows, and warm blankets on a cold winter day.",[],0,0,0,0,0
95728664_06c43b90f1,A flock of birds flying in a V formation against a clear blue sky.,[],0,0,0,0,0
3579686259_b1fe6aefc9,"A group of fluffy white clouds scattered across a clear blue sky, creating a peaceful and picturesque scene.",[],0,0,0,0,0
3249014584_21dd9ddd9d,A solitary tree standing tall in a vast green meadow under a clear blue sky.,[],0,0,0,0,0
3457210101_3533edebc8,A vibrant city street bustling with people and illuminated by neon lights at night.,[],0,0,0,0,0
2281006675_fde04e93dd,A serene landscape with a calm lake reflecting the clear blue sky and surrounding green trees.,[],0,0,0,0,0
3401333624_4b6af8c1d7,A group of diverse friends laughing and enjoying a picnic in the park.,[],0,0,0,0,0
3284955091_59317073f0,A lush green forest filled with tall trees and a gentle stream flowing through the middle.,[],0,0,0,0,0
897621891_efb1e00d1d,A peaceful lake surrounded by lush green trees and mountains in the background.,[],0,0,0,0,0
3070274658_fc39fd4f84,"A peaceful landscape of a colorful sunset over a calm lake, with silhouettes of trees in the foreground.",[],0,0,0,0,0
3664928753_7b0437fedf,"A group of diverse young adults laughing and enjoying a picnic in a sunny park, surrounded by green trees and a blue sky.",[],0,0,0,0,0
399212516_d68046b277,A field of blooming wildflowers with butterflies fluttering around.,[],0,0,0,0,0
2760371526_63f3d01760,A serene landscape with a colorful sunset reflecting on a calm lake.,[],0,0,0,0,0
3484070900_3e76d7fd30,"A cozy living room with a crackling fireplace, adorned with plush furniture and soft lighting, creating a warm and inviting atmosphere.",[],0,0,0,0,0
3449114979_6cdc3e8da8,A group of diverse people laughing and talking at a picnic in the park.,[],0,0,0,0,0
2666078276_f7b3056997,"A vibrant sunset over a calm lake, with the sky painted in shades of orange, pink, and purple.",[],0,0,0,0,0
353180303_6a24179c50,An overhead shot of a bustling city street with people walking on the sidewalks and cars driving by.,[],0,0,0,0,0
3100442775_6e2659b973,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3520869880_2e8b7d7842,A close-up of a blooming red rose with dew drops on its petals.,[],0,0,0,0,0
3164328039_2c56acf594,A field of colorful wildflowers swaying in the breeze under a clear blue sky.,[],0,0,0,0,0
2295750198_6d152d7ceb,A close-up photo of a blooming yellow sunflower in a field of green leaves.,[],0,0,0,0,0
1801188148_a176954965,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3315250232_83e24a2d51,A colorful hot air balloon floating in a clear blue sky.,[],0,0,0,0,0
1819261140_6c022f4b1d,A bustling city street filled with people walking and cars driving amidst tall skyscrapers under a clear blue sky.,[],0,0,0,0,0
2998024845_1529c11694,"A peaceful forest scene with sunlight filtering through the trees, casting dappled shadows on the ground.",[],0,0,0,0,0
765929807_de381cc764,"A group of colorful hot air balloons soaring in a clear blue sky, creating a beautiful contrast.",[],0,0,0,0,0
3199645963_a681fe04f8,A serene landscape with a calm river flowing through a lush forest under a clear blue sky.,[],0,0,0,0,0
3030223792_02b6f2be99,A snowy landscape with a cabin nestled among pine trees under a clear blue sky.,[],0,0,0,0,0
2090723611_318031cfa5,"A close-up of a blooming flower, with delicate petals in shades of yellow and white, against a blurred green background.",[],0,0,0,0,0
3681172959_6674c118d2,"An abstract artwork featuring vibrant swirls of red, blue, and yellow on a textured canvas.",[],0,0,0,0,0
3334057289_68ece38a85,A group of diverse friends laughing and enjoying a picnic in a sunlit park on a beautiful summer day.,[],0,0,0,0,0
344078103_4b23931ce5,"A lush green forest with sunlight streaming through the canopy, creating a magical atmosphere.",[],0,0,0,0,0
172092461_a9a9762e13,A serene landscape featuring a calm lake surrounded by tall pine trees and a clear blue sky.,[],0,0,0,0,0
3487261028_30791528ec,"A serene landscape with a colorful sunset over a calm lake, surrounded by lush green trees.",[],0,0,0,0,0
2121357310_f8235311da,A vibrant sunset casting a warm glow over a field of blooming wildflowers.,[],0,0,0,0,0
2684322797_85406f571d,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
143680966_0010ff8c60,A peaceful landscape with a calm river winding through a lush green forest.,[],0,0,0,0,0
278559394_b23af734b9,"A colorful hot air balloon floating gracefully in a clear blue sky, with fluffy white clouds in the background.",[],0,0,0,0,0
2289096282_4ef120f189,A fluffy white and brown puppy playing with a chew toy in a lush green garden.,[],0,0,0,0,0
319847657_2c40e14113,A serene beach scene with crystal clear blue water and a palm tree swaying in the breeze.,[],0,0,0,0,0
3126681108_f88128699c,"A beautiful sunset over a calm lake, with vibrant orange and pink hues reflecting on the water.",[],0,0,0,0,0
3427852996_d383abd819,A colorful bouquet of assorted flowers in a rustic vase on a wooden table.,[],0,0,0,0,0
3545793128_af3af544dc,"A group of colorful hot air balloons floating in a clear blue sky, creating a picturesque scene.",[],0,0,0,0,0
3217893350_57be430d06,"A vibrant sunset over the ocean with hues of pink, orange, and purple reflecting on the water.",[],0,0,0,0,0
3405113041_4b72c24801,"A vibrant sunset over a calm lake, casting a golden glow on the water.",[],0,0,0,0,0
1414820925_3504c394e1,A beautiful sunset over a calm lake with vibrant orange and pink hues reflecting on the water.,[],0,0,0,0,0
2971298546_dd595cf297,A group of friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3258472448_75cfab5e6f,"A cozy cabin nestled in the snowy mountains, smoke rising from the chimney under the clear blue sky.",[],0,0,0,0,0
2751602672_ca5e1f6447,"A vibrant sunset over a calm lake, with the sky painted in shades of orange and pink.",[],0,0,0,0,0
263850317_5bb3a18a08,A beautiful sunset over a calm lake reflecting the orange and pink hues of the sky.,[],0,0,0,0,0
2665461736_595c87f0a3,A group of diverse friends laughing and enjoying a picnic in a sunny park.,[],0,0,0,0,0
3494345896_dd6b32cfa3,"A vibrant sunset over a calm lake, with the sky painted in hues of orange, pink, and purple.",[],0,0,0,0,0
2452334314_a7c443a787,A vibrant city street bustling with people and lined with shops and cafes.,[],0,0,0,0,0
1089755335_0bfbfd30e6,A serene beach with palm trees and a hammock hanging between two trees.,[],0,0,0,0,0
2051194177_fbeee211e3,"A group of cheerful friends enjoying a picnic in a sunny park, surrounded by lush greenery.",[],0,0,0,0,0
3401437960_7da856e004,"A close-up photo of a blooming sunflower in a field, with its bright yellow petals contrasting against a clear blue sky.",[],0,0,0,0,0
2044063458_fcc76a7636,A lush green forest with sunlight filtering through the leaves creating a serene and peaceful atmosphere.,[],0,0,0,0,0
2556392380_ee57514233,A peaceful scene of a lush green forest with sunlight filtering through the trees creating a dappled pattern on the forest floor.,[],0,0,0,0,0
1947351225_288d788983,A group of diverse friends laughing and enjoying a picnic in a lush green park.,[],0,0,0,0,0
2851931813_eaf8ed7be3,A scenic view of a calm lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
3322443827_a04a94bb91,"A cozy living room with a crackling fireplace, soft plush couches, and warm golden lighting.",[],0,0,0,0,0
3154293126_e52bd07524,A serene landscape featuring a peaceful lake surrounded by lush green trees and a clear blue sky.,[],0,0,0,0,0
2309327462_82a24538d4,A group of diverse friends laughing and enjoying a picnic in a lush green park.,[],0,0,0,0,0
3275711232_e261143664,A serene beach scene with palm trees swaying in the wind against a clear blue sky.,[],0,0,0,0,0
2476214153_99a3998509,A serene landscape with a calm lake reflecting the vibrant colors of the sunset sky.,[],0,0,0,0,0
3208032657_27b9d6c4f3,A group of diverse friends laughing together at a picnic in a lush green park.,[],0,0,0,0,0
3614595423_f9e0ab4fb0,"A lush green forest with sunlight streaming through the canopy, casting dappled shadows on the ground.",[],0,0,0,0,0
2968216482_ede65b20a8,"A beautiful sunset over a calm lake, reflecting vibrant shades of orange and pink in the water.",[],0,0,0,0,0
1771490732_0ab5f029ac,A colorful bouquet of assorted flowers in a glass vase on a sunny windowsill.,[],0,0,0,0,0
2953861572_d654d9b6f2,An abstract art piece with vibrant splashes of various colors creating a dynamic and energetic composition.,[],0,0,0,0,0
3089842255_359ccf5c40,"A bright and bustling city street filled with people, cars, and tall buildings.",[],0,0,0,0,0
478592803_f57cc9c461,"A vibrant cityscape at night, with illuminated skyscrapers and bustling streets filled with cars and pedestrians.",[],0,0,0,0,0
3259992638_0612a40288,"A cozy living room with a crackling fireplace, warm blankets, and a stack of books on a wooden table.",[],0,0,0,0,0
2410399168_1462c422d4,"A group of diverse friends laughing and enjoying a picnic in a sunny park, surrounded by green trees.",[],0,0,0,0,0
3628043835_9d9bd595a7,"A cozy living room with a crackling fireplace, comfortable couches, and a stack of books on a wooden coffee table.",[],0,0,0,0,0
278105206_df987b0ca0,"A close-up shot of a fluffy white and gray cat with bright green eyes, looking directly at the camera with a curious expression.",[],0,0,0,0,0
2445442929_8c81d42460,A group of friends enjoying a picnic on a grassy field under a clear blue sky.,[],0,0,0,0,0
3402638444_dab914a3de,A group of happy children playing in a colorful playground under a clear blue sky.,[],0,0,0,0,0
3309578722_1765d7d1af,"A close-up of a blooming red rose with dew drops on its petals, showcasing its vibrant beauty.",[],0,0,0,0,0
2595713720_30534e8de2,A group of diverse young people laughing and chatting around a picnic table in a park.,[],0,0,0,0,0
3245266444_2e798096e6,"A close-up of a fluffy white kitten with bright blue eyes, playing with a ball of yarn.",[],0,0,0,0,0
2815745115_c8479d560c,"A colorful bouquet of assorted flowers in a vase, showcasing a beautiful mix of roses, daisies, and tulips.",[],0,0,0,0,0
3103340819_46de7954a9,"A misty forest with sunlight filtering through the dense canopy, creating a serene and mystical atmosphere.",[],0,0,0,0,0
3488837187_0c7264a16c,"A colorful garden full of blooming flowers in various shades of pink, purple, and yellow.",[],0,0,0,0,0
2102030040_2e8f4738f7,"A group of happy children playing in a sunny park, surrounded by green trees.",[],0,0,0,0,0
105342180_4d4a40b47f,A majestic snow-capped mountain standing tall against a clear blue sky.,[],0,0,0,0,0
597543181_6a85ef4c17,"A group of diverse friends laughing and enjoying a picnic in a lush green park, surrounded by tall trees and bright flowers.",[],0,0,0,0,0
2718049631_e7aa74cb9b,A fluffy white kitten playing with a colorful ball of yarn.,[],0,0,0,0,0
242064301_a9d12f1754,A cozy cabin nestled among tall pine trees with a snow-capped mountain in the background.,[],0,0,0,0,0
2045023435_181854c013,"A close-up photograph of a delicate pink flower in full bloom, with soft petals and a yellow center, set against a blurred green background.",[],0,0,0,0,0
2294688426_96c8614f1d,A cozy living room with a crackling fireplace and comfortable furniture.,[],0,0,0,0,0
2988439935_7cea05bc48,"A colorful bouquet of assorted flowers in full bloom, featuring roses, daisies, and tulips in a vibrant array.",[],0,0,0,0,0
3717845800_ab45e255b8,A lush green forest with sunlight streaming through the trees creating a magical atmosphere.,[],0,0,0,0,0
1434607942_da5432c28c,"A vibrant city street bustling with people, lined with shops and cafes under a clear blue sky.",[],0,0,0,0,0
3014080715_f4f0dbb56e,"A lush green forest with sunlight filtering through the leaves, creating dappled patterns on the ground.",[],0,0,0,0,0
2929405404_1dff5ab847,"A close-up of a blooming red rose, showcasing delicate petals and a rich color.",[],0,0,0,0,0
1299459562_ed0e064aee,A serene lake reflecting the clear blue sky and surrounding mountains.,[],0,0,0,0,0
